0.032327786	-0.045090295	0.0073534455	-0.04621583
-0.019084163	-0.06986006	0.02688288	-0.028856589
-0.021302316	-0.0853141	-0.009410834	-0.031027645
0.015476341	-0.09368719	0.04959256	-0.016119154
0.034068953	-0.076599486	0.05385737	-0.014947926
0.03448665	-0.046103712	0.033897728	0.014901501
-0.0034267374	-0.07411783	0.0026176842	-0.046887774
0.04636208	-0.06355242	0.02891808	-0.025459688
-0.022381067	-0.0984478	0.063389555	-0.03782441
-0.035860382	-0.082979195	-0.01186101	-0.02221589
-0.0049899016	-0.05882112	0.01240655	-0.024674254
-0.0022284377	-0.061940163	0.039943967	-0.04885227
-0.0066391774	-0.0025844274	0.011847712	0.0074687763
-0.046612468	0.05453153	0.06908262	-0.023423549
0.00078930316	-0.016109131	-0.018247323	-0.0019549206
0.016065028	-0.039559457	0.032580204	-0.008770779
0.03051873	-0.048843153	-0.021617798	-0.043792967
-0.0040635983	-0.023253677	0.05106073	0.009715601
0.005497763	-0.062055312	0.009146032	-0.04235189
-0.044194404	-0.06655029	0.02278198	-0.009583299
0.035634793	-0.099800505	0.05382795	-0.0227986
0.014121558	0.034026437	0.06252813	-0.056280736
0.020580811	-0.09779541	-0.11139896	-0.0125946505
-0.06780258	-0.020187888	0.021977875	-0.04674111
-0.0048473384	-0.06710326	0.042786542	0.00019624869
0.06314696	-0.082416736	0.028493928	-0.060216364
0.06636506	-0.06971528	0.016266381	0.03015135
0.10048325	-0.0024296842	-0.025490997	-0.07975409
0.023263603	-0.014531547	0.023377415	0.043422405
-0.049223185	-0.052205015	0.06446429	-0.051168703
0.06206047	-0.083405614	0.09312496	-0.025681777
-0.033931464	-0.02773536	0.04152473	-0.084048375
0.021241251	-0.054435153	0.028163588	-0.04088099
0.022591693	-0.033804707	0.02966881	-0.032637216
-0.03434858	-0.10123488	0.014664905	-0.011195947
-0.0053925314	-0.037998166	0.0399695	0.03254429
-0.065193504	-0.019124942	0.011967303	0.0054164263
-0.026023485	-0.020144084	0.002398524	-0.09349063
-0.003968028	-0.06327268	0.040532067	-0.0432583
0.06568853	-0.06433726	0.010940627	0.008522744
0.07871134	-0.08993424	0.09234859	-0.06315515
0.023988178	-0.006893488	-0.021614667	-0.010144117
-0.052179463	-0.06404358	0.0023167653	0.011421344
-0.0070228986	0.006289627	0.10769734	0.042101182
0.01861023	-0.017881073	0.056283448	-0.06781459
