0.0053158966	-0.037650872	-0.0022825121	0.017543562	0.022353895	-0.048518475	0.041741893	-0.03116429	-0.03173096	0.08040533	0.006041318	-0.001107793	0.12899686	0.022412073	0.0002731041	0.027933465
0.042734757	-0.017068516	0.06812282	-0.030491149	0.026981555	-0.029758058	0.017474504	-0.029752048	-0.05893604	0.0850554	0.008279346	0.036751006	0.111265615	-0.0020001603	-0.02598382	-0.011355122
0.07223321	-0.032776296	0.006017261	0.06656653	0.040521067	-0.050286356	-0.040781755	-0.04337643	-0.0563263	0.046932038	-0.024129255	0.0722974	0.05658558	0.038516123	-0.033006113	-0.043403104
-0.029640011	0.055726636	0.019994657	0.01663346	-0.0715463	-0.092894375	0.019028375	-0.015254073	-0.048834592	0.049431294	0.015268579	0.0780634	0.11018232	0.07814387	-0.058663763	-0.0059931003
-0.039682027	0.05142354	0.0076668193	-0.05314232	0.020158928	-0.09383437	-0.048120588	-0.014382834	-0.038627844	0.097109266	-0.009247726	-0.026882611	0.058294974	-0.029066913	0.016474236	0.0054540597
-0.03206898	-0.0076384484	0.00036993303	0.07984602	0.029620467	-0.09220076	0.016591167	0.058207452	0.0006745615	0.11930479	-0.01045706	0.07095269	0.109768175	0.04770003	0.018323401	-0.013391444
0.06451841	0.012897271	0.057797953	-0.014479648	0.01725166	-0.054352235	0.042428646	-0.028799362	-0.038043264	0.08921122	-0.006263872	0.02601628	-0.02596311	0.021700667	-0.009940452	0.040525842
-0.0022860053	-0.043776046	-0.0222128	0.015686013	-0.035430975	-0.0117793735	0.019710498	-0.04990585	-0.05947784	0.09013398	0.020434877	0.051798	0.08888847	-0.008260625	-0.009852778	0.048085548
-0.019033868	-0.031666715	0.054437224	-0.015505162	-0.004203011	-0.077550404	-0.030637236	0.0072347196	-0.029616445	0.046194084	0.038896624	0.045239143	0.09717754	0.048116572	0.012759055	-0.013788383
0.0004012657	0.023336781	0.06402975	0.007833074	-0.007056131	-0.024803022	-0.03330359	-0.060087755	-0.08556044	0.01201882	-0.05021832	-0.016141606	0.1480239	0.006792523	-0.007950596	0.01886754
